Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
THE HILLFORD,"510,000",398.27,"1,281",Jan-22,JALAN JURONG KECHIL,Resale,Strata,37,"13,784",-,Apartment,1,60 yrs lease commencing from 2013,21,Rest of Central Region,01 to 05
PARC VERA,"950,000",871.88,"1,090",Jan-22,HOUGANG STREET 32,Resale,Strata,81,"11,728",-,Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,11 to 15
JUPITER 18,"860,000",850.36,"1,011",Jan-22,LORONG 102 CHANGI,Resale,Strata,79,"10,886",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
SEAHILL,"700,000",505.91,"1,384",Jan-22,WEST COAST CRESCENT,Resale,Strata,47,"14,894",-,Condominium,1,99 yrs lease commencing from 2011,05,Outside Central Region,11 to 15
SPACE @ KOVAN,"750,000",548.96,"1,366",Jan-22,YIO CHU KANG ROAD,Resale,Strata,51,"14,706",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
GUILLEMARD SUITES,"838,888",635.08,"1,321",Jan-22,GUILLEMARD ROAD,Resale,Strata,59,"14,218",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
AMARYLLIS VILLE,"1,750,000",979.52,"1,787",Jan-22,NEWTON ROAD,Resale,Strata,91,"19,231",-,Condominium,1,99 yrs lease commencing from 1997,11,Core Central Region,06 to 10
EUHABITAT,"660,000",527.44,"1,251",Jan-22,JALAN EUNOS,Resale,Strata,49,"13,469",-,Condominium,1,99 yrs lease commencing from 2010,14,Outside Central Region,01 to 05
THE HELICONIA,"2,068,000","2,195.86",942,Jan-22,JALAN DAUD,Resale,Strata,204,"10,137",-,Condominium,1,Freehold,14,Outside Central Region,11 to 15
EVERGREEN PARK,"820,000","1,087.16",754,Jan-22,HOUGANG AVENUE 7,Resale,Strata,101,"8,119",-,Apartment,1,99 yrs lease commencing from 1995,19,Outside Central Region,01 to 05
SENNETT RESIDENCE,"1,325,000",828.83,"1,599",Jan-22,PHENG GECK AVENUE,Resale,Strata,77,"17,208",-,Condominium,1,99 yrs lease commencing from 2011,13,Rest of Central Region,16 to 20
WATERTOWN,"775,000",527.44,"1,469",Jan-22,PUNGGOL CENTRAL,Resale,Strata,49,"15,816",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
HEDGES PARK CONDOMINIUM,"580,000",484.38,"1,197",Jan-22,FLORA DRIVE,Resale,Strata,45,"12,889",-,Condominium,1,99 yrs lease commencing from 2010,17,Outside Central Region,01 to 05
LIVIA,"960,000",914.94,"1,049",Jan-22,PASIR RIS GROVE,Resale,Strata,85,"11,294",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
CONDOMINIUM DEVELOPMENT,"1,800,000","1,011.82","1,779",Jan-22,HOLLAND ROAD,Resale,Strata,94,"19,149",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
HERITAGE VIEW,"3,200,000","2,626.42","1,218",Jan-22,DOVER RISE,Resale,Strata,244,"13,115",-,Condominium,1,99 yrs lease commencing from 1996,05,Rest of Central Region,16 to 20
BLUWATERS 2,"925,000",947.23,977,Jan-22,JALAN LOYANG BESAR,Resale,Strata,88,"10,511",-,Condominium,1,946 yrs lease commencing from 1938,17,Outside Central Region,01 to 05
THE LAKESHORE,"1,132,000",947.23,"1,195",Jan-22,JURONG WEST STREET 41,Resale,Strata,88,"12,864",-,Condominium,1,99 yrs lease commencing from 2002,22,Outside Central Region,06 to 10
THE GALE,"1,928,000","1,980.58",973,Jan-22,FLORA ROAD,Resale,Strata,184,"10,478",-,Condominium,1,Freehold,17,Outside Central Region,06 to 10
THE TRIZON,"3,700,000","1,959.05","1,889",Jan-22,RIDGEWOOD CLOSE,Resale,Strata,182,"20,330",-,Condominium,1,Freehold,10,Core Central Region,11 to 15
THE LOFT,"3,650,000","1,829.88","1,995",Jan-22,NASSIM HILL,Resale,Strata,170,"21,471",-,Condominium,1,99 yrs lease commencing from 1999,10,Core Central Region,01 to 05
THE LAKEFRONT RESIDENCES,"2,118,000","2,098.98","1,009",Jan-22,LAKESIDE DRIVE,Resale,Strata,195,"10,862",-,Condominium,1,99 yrs lease commencing from 2010,22,Outside Central Region,16 to 20
THE ARMADALE,"1,150,000",678.13,"1,696",Jan-22,GILSTEAD ROAD,Resale,Strata,63,"18,254",-,Apartment,1,Freehold,11,Core Central Region,01 to 05
THE GARDENS AT BISHAN,"1,750,000","1,205.57","1,452",Jan-22,SIN MING WALK,Resale,Strata,112,"15,625",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,11 to 15
THE WATER EDGE,"768,000",538.2,"1,427",Jan-22,LORONG 38 GEYLANG,Resale,Strata,50,"15,360",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
THE SKYWOODS,"900,000",613.55,"1,467",Jan-22,DAIRY FARM HEIGHTS,Resale,Strata,57,"15,789",-,Condominium,1,99 yrs lease commencing from 2012,23,Outside Central Region,06 to 10
REGENT GROVE,"920,000","1,173.28",784,Jan-22,CHOA CHU KANG NORTH 7,Resale,Strata,109,"8,440",-,Condominium,1,99 yrs lease commencing from 1997,23,Outside Central Region,11 to 15
THE HELICONIA,"1,631,000","1,334.74","1,222",Jan-22,JALAN DAUD,Resale,Strata,124,"13,153",-,Condominium,1,Freehold,14,Outside Central Region,06 to 10
SIMS URBAN OASIS,"988,000",624.31,"1,583",Jan-22,SIMS DRIVE,Resale,Strata,58,"17,034",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,11 to 15
RIVERTREES RESIDENCES,"835,000",699.66,"1,193",Jan-22,FERNVALE CLOSE,Resale,Strata,65,"12,846",-,Apartment,1,99 yrs lease commencing from 2013,28,Outside Central Region,01 to 05
MI CASA,"1,028,000",990.29,"1,038",Jan-22,CHOA CHU KANG AVENUE 3,Resale,Strata,92,"11,174",-,Condominium,1,99 yrs lease commencing from 2008,23,Outside Central Region,06 to 10
SHERWOOD CONDOMINIUM,"1,180,000",914.94,"1,290",Jan-22,JALAN JURONG KECHIL,Resale,Strata,85,"13,882",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
THE MINTON,"1,200,000",990.29,"1,212",Jan-22,HOUGANG STREET 11,Resale,Strata,92,"13,043",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,11 to 15
FOREST WOODS,"1,500,000",839.59,"1,787",Jan-22,LORONG LEW LIAN,Resale,Strata,78,"19,231",-,Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,11 to 15
HILLION RESIDENCES,"720,000",462.85,"1,556",Jan-22,JELEBU ROAD,Resale,Strata,43,"16,744",-,Apartment,1,99 yrs lease commencing from 2013,23,Outside Central Region,11 to 15
THE VERMONT ON CAIRNHILL,"1,910,000",882.65,"2,164",Jan-22,CAIRNHILL RISE,Resale,Strata,82,"23,293",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
FOREST WOODS,"1,715,000","1,065.64","1,609",Jan-22,LORONG LEW LIAN,Resale,Strata,99,"17,323",-,Condominium,1,99 yrs lease commencing from 2016,19,Outside Central Region,01 to 05
ST THOMAS SUITES,"3,980,000","1,819.12","2,188",Jan-22,ST. THOMAS WALK,Resale,Strata,169,"23,550",-,Condominium,1,Freehold,09,Core Central Region,16 to 20
GUILLEMARD EDGE,"640,000",419.8,"1,525",Jan-22,LORONG 30 GEYLANG,Resale,Strata,39,"16,410",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
EASTPOINT GREEN,"1,090,000","1,173.28",929,Jan-22,SIMEI STREET 3,Resale,Strata,109,"10,000",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,06 to 10
GRAND REGALIA,"2,180,000","2,303.5",946,Jan-22,UPPER SERANGOON ROAD,Resale,Strata,214,"10,187",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
THE ESTUARY,"1,060,000","1,119.46",947,Jan-22,YISHUN AVENUE 1,Resale,Strata,104,"10,192",-,Condominium,1,99 yrs lease commencing from 2008,27,Outside Central Region,06 to 10
NV RESIDENCES,"1,350,000","1,453.14",929,Jan-22,PASIR RIS GROVE,Resale,Strata,135,"10,000",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,01 to 05
MOUNT SOPHIA SUITES,"1,150,000",635.08,"1,811",Jan-22,SOPHIA ROAD,Resale,Strata,59,"19,492",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
PRINCIPAL GARDEN,"1,490,000",764.24,"1,950",Jan-22,PRINCE CHARLES CRESCENT,Resale,Strata,71,"20,986",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,06 to 10
BALLOTA PARK CONDOMINIUM,"1,038,888","1,399.32",742,Jan-22,MARIAM WAY,Resale,Strata,130,"7,991",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
EIGHT RIVERSUITES,"1,500,000",979.52,"1,531",Jan-22,WHAMPOA EAST,Resale,Strata,91,"16,484",-,Condominium,1,99 yrs lease commencing from 2011,12,Rest of Central Region,11 to 15
IRESIDENCES,"2,180,000","1,345.5","1,620",Jan-22,IRRAWADDY ROAD,Resale,Strata,125,"17,440",-,Apartment,1,Freehold,12,Rest of Central Region,11 to 15
COMMONWEALTH TOWERS,"1,373,000",699.66,"1,962",Jan-22,COMMONWEALTH AVENUE,Resale,Strata,65,"21,123",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,36 to 40
DOVER PARKVIEW,"1,590,000","1,248.62","1,273",Jan-22,DOVER RISE,Resale,Strata,116,"13,707",-,Condominium,1,99 yrs lease commencing from 1993,05,Rest of Central Region,01 to 05
SAVANNAH CONDOPARK,"865,000",990.29,873,Jan-22,SIMEI RISE,Resale,Strata,92,"9,402",-,Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,01 to 05
FLAMINGO VALLEY,"2,000,000","1,216.33","1,644",Jan-22,SIGLAP ROAD,Resale,Strata,113,"17,699",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
SOMMERVILLE PARK,"2,530,000","1,302.44","1,943",Jan-22,FARRER DRIVE,Resale,Strata,121,"20,909",-,Condominium,1,Freehold,10,Core Central Region,01 to 05
TERRASSE,"960,000",807.3,"1,189",Jan-22,TERRASSE LANE,Resale,Strata,75,"12,800",-,Condominium,1,99 yrs lease commencing from 2010,19,Outside Central Region,01 to 05
WATERTOWN,"825,000",581.26,"1,419",Jan-22,PUNGGOL CENTRAL,Resale,Strata,54,"15,278",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,11 to 15
SELETAR PARK RESIDENCE,"1,800,000","1,377.79","1,306",Jan-22,SELETAR ROAD,Resale,Strata,128,"14,063",-,Condominium,1,99 yrs lease commencing from 2011,28,Outside Central Region,01 to 05
THE SAIL @ MARINA BAY,"1,188,000",678.13,"1,752",Jan-22,MARINA BOULEVARD,Resale,Strata,63,"18,857",-,Apartment,1,99 yrs lease commencing from 2002,01,Core Central Region,11 to 15
CENTRAL GROVE,"1,200,000","1,022.58","1,174",Jan-22,GEYLANG EAST AVENUE 1,Resale,Strata,95,"12,632",-,Condominium,1,99 yrs lease commencing from 1997,14,Rest of Central Region,06 to 10
THE MINTON,"1,788,888","1,463.9","1,222",Jan-22,HOUGANG STREET 11,Resale,Strata,136,"13,154",-,Condominium,1,99 yrs lease commencing from 2007,19,Outside Central Region,16 to 20
THE METROPOLITAN CONDOMINIUM,"2,260,000","1,420.85","1,591",Jan-22,ALEXANDRA VIEW,Resale,Strata,132,"17,121",-,Condominium,1,99 yrs lease commencing from 2006,03,Rest of Central Region,16 to 20
NATHAN RESIDENCES,"1,340,000",861.12,"1,556",Jan-22,NATHAN ROAD,Resale,Strata,80,"16,750",-,Apartment,1,Freehold,10,Core Central Region,01 to 05
LA FIESTA,"1,240,000","1,001.05","1,239",Jan-22,SENGKANG SQUARE,Resale,Strata,93,"13,333",-,Condominium,1,99 yrs lease commencing from 2012,19,Outside Central Region,01 to 05
PARC OASIS,"1,270,000","1,377.79",922,Jan-22,JURONG EAST AVENUE 1,Resale,Strata,128,"9,922",-,Condominium,1,99 yrs lease commencing from 1991,22,Outside Central Region,01 to 05
BOTANIQUE AT BARTLEY,"1,300,000",839.59,"1,548",Jan-22,UPPER PAYA LEBAR ROAD,Resale,Strata,78,"16,667",-,Condominium,1,99 yrs lease commencing from 2014,19,Outside Central Region,16 to 20
GRANGE HEIGHTS,"3,300,000","1,883.7","1,752",Jan-22,ST. THOMAS WALK,Resale,Strata,175,"18,857",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
KINGSFORD WATERBAY,"638,000",484.38,"1,317",Jan-22,UPPER SERANGOON VIEW,Resale,Strata,45,"14,178",-,Apartment,1,99 yrs lease commencing from 2014,19,Outside Central Region,11 to 15
FIORENZA,"1,050,000",839.59,"1,251",Jan-22,FLORENCE ROAD,Resale,Strata,78,"13,462",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
ONE DUSUN RESIDENCES,"1,068,000",667.37,"1,600",Jan-22,JALAN DUSUN,Resale,Strata,62,"17,226",-,Apartment,1,Freehold,12,Rest of Central Region,21 to 25
STRATUM,"600,000",473.62,"1,267",Jan-22,ELIAS ROAD,Resale,Strata,44,"13,636",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,01 to 05
STARLIGHT SUITES,"1,670,000",850.36,"1,964",Jan-22,RIVER VALLEY CLOSE,Resale,Strata,79,"21,139",-,Apartment,1,Freehold,09,Core Central Region,11 to 15
FLO RESIDENCE,"1,040,000",968.76,"1,074",Jan-22,PUNGGOL FIELD WALK,Resale,Strata,90,"11,556",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,16 to 20
D'NEST,"1,780,000","1,625.36","1,095",Jan-22,PASIR RIS GROVE,Resale,Strata,151,"11,788",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,01 to 05
D'NEST,"853,800",753.48,"1,133",Jan-22,PASIR RIS GROVE,Resale,Strata,70,"12,197",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
D'NEST,"630,000",484.38,"1,301",Jan-22,PASIR RIS GROVE,Resale,Strata,45,"14,000",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
AALTO,"3,500,000","1,528.49","2,290",Jan-22,MEYER ROAD,Resale,Strata,142,"24,648",-,Condominium,1,Freehold,15,Rest of Central Region,21 to 25
HIGH PARK RESIDENCES,"610,000",441.32,"1,382",Jan-22,FERNVALE ROAD,Resale,Strata,41,"14,878",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,01 to 05
KERRISDALE,"1,606,840","1,270.15","1,265",Jan-22,STURDEE ROAD,Resale,Strata,118,"13,617",-,Condominium,1,99 yrs lease commencing from 1998,08,Rest of Central Region,21 to 25
THE GRANDHILL,"1,750,000","1,259.39","1,390",Jan-22,PASIR PANJANG HILL,Resale,Strata,117,"14,957",-,Condominium,1,Freehold,05,Rest of Central Region,01 to 05
TURQUOISE,"4,169,770","2,432.66","1,714",Jan-22,COVE DRIVE,Resale,Strata,226,"18,450",-,Condominium,1,99 yrs lease commencing from 2007,04,Core Central Region,01 to 05
A TREASURE TROVE,"1,280,000","1,044.11","1,226",Jan-22,PUNGGOL WALK,Resale,Strata,97,"13,196",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
A TREASURE TROVE,"1,450,000","1,205.57","1,203",Jan-22,PUNGGOL WALK,Resale,Strata,112,"12,946",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
SYMPHONY SUITES,"1,270,000","1,022.58","1,242",Jan-22,YISHUN CLOSE,Resale,Strata,95,"13,368",-,Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,11 to 15
ONE LEICESTER,"1,880,000","1,248.62","1,506",Jan-22,LEICESTER ROAD,Resale,Strata,116,"16,207",-,Condominium,1,Freehold,13,Rest of Central Region,16 to 20
CHANGI RISE CONDOMINIUM,"1,250,000","1,280.92",976,Jan-22,SIMEI RISE,Resale,Strata,119,"10,504",-,Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,01 to 05
TANJONG RIA CONDOMINIUM,"860,000",678.13,"1,268",Jan-22,TANJONG RHU ROAD,Resale,Strata,63,"13,651",-,Condominium,1,99 yrs lease commencing from 1993,15,Rest of Central Region,01 to 05
RIVERBANK @ FERNVALE,"1,180,000","1,011.82","1,166",Jan-22,FERNVALE CLOSE,Resale,Strata,94,"12,553",-,Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,11 to 15
WATER PLACE,"2,270,000","1,560.78","1,454",Jan-22,TANJONG RHU ROAD,Resale,Strata,145,"15,655",-,Condominium,1,99 yrs lease commencing from 1998,15,Rest of Central Region,06 to 10
MINT RESIDENCES @ JANSEN,"1,178,000","1,270.15",927,Jan-22,JANSEN ROAD,Resale,Strata,118,"9,983",-,Apartment,1,999 yrs lease commencing from 1878,19,Outside Central Region,01 to 05
HIGHLAND CENTRE,"1,688,000","1,765.3",956,Jan-22,YIO CHU KANG ROAD,Resale,Strata,164,"10,293",-,Apartment,1,Freehold,19,Outside Central Region,01 to 05
NEEM TREE,"1,210,000",710.42,"1,703",Jan-22,JALAN KEMAMAN,Resale,Strata,66,"18,333",-,Apartment,1,Freehold,12,Rest of Central Region,06 to 10
THE GLADES,"1,150,000",839.59,"1,370",Jan-22,BEDOK RISE,Resale,Strata,78,"14,744",-,Condominium,1,99 yrs lease commencing from 2013,16,Outside Central Region,06 to 10
PARC PALAIS,"1,500,000",968.76,"1,548",Jan-22,HUME AVENUE,Resale,Strata,90,"16,667",-,Condominium,1,Freehold,21,Outside Central Region,01 to 05
WATERTOWN,"790,000",527.44,"1,498",Jan-22,PUNGGOL CENTRAL,Resale,Strata,49,"16,122",-,Apartment,1,99 yrs lease commencing from 2011,19,Outside Central Region,06 to 10
TANAMERA CREST,"1,045,000","1,184.04",883,Jan-22,PARI DEDAP WALK,Resale,Strata,110,"9,500",-,Condominium,1,99 yrs lease commencing from 2000,16,Outside Central Region,01 to 05
SIMS GREEN,"1,190,000","1,237.86",961,Jan-22,LORONG 27A GEYLANG,Resale,Strata,115,"10,348",-,Apartment,1,99 yrs lease commencing from 2001,14,Rest of Central Region,01 to 05
CASA CAMBIO,"678,000",419.8,"1,615",Jan-22,LIM TUA TOW ROAD,Resale,Strata,39,"17,385",-,Condominium,1,Freehold,19,Outside Central Region,01 to 05
GARDENVISTA,"1,220,000",871.88,"1,399",Jan-22,DUNEARN ROAD,Resale,Strata,81,"15,062",-,Condominium,1,99 yrs lease commencing from 1999,21,Rest of Central Region,01 to 05
SIMS URBAN OASIS,"1,560,000",958,"1,628",Jan-22,SIMS DRIVE,Resale,Strata,89,"17,528",-,Condominium,1,99 yrs lease commencing from 2014,14,Rest of Central Region,01 to 05
HIGH OAK CONDOMINIUM,"1,610,000","1,388.56","1,159",Jan-22,TOH TUCK ROAD,Resale,Strata,129,"12,481",-,Condominium,1,99 yrs lease commencing from 1996,21,Rest of Central Region,01 to 05
HILLVIEW REGENCY,"1,130,000","1,130.22","1,000",Jan-22,BUKIT BATOK EAST AVENUE 2,Resale,Strata,105,"10,762",-,Condominium,1,99 yrs lease commencing from 2000,23,Outside Central Region,11 to 15
SOMMERVILLE PARK,"2,500,000","1,302.44","1,919",Jan-22,FARRER DRIVE,Resale,Strata,121,"20,661",-,Condominium,1,Freehold,10,Core Central Region,11 to 15
D'LEEDON,"1,500,000","1,033.34","1,452",Jan-22,LEEDON HEIGHTS,Resale,Strata,96,"15,625",-,Condominium,1,99 yrs lease commencing from 2010,10,Core Central Region,06 to 10
VIZ AT HOLLAND,"2,100,000","1,259.39","1,667",Jan-22,QUEENSWAY,Resale,Strata,117,"17,949",-,Condominium,1,Freehold,10,Core Central Region,06 to 10
WATERFRONT KEY,"2,150,000","1,517.72","1,417",Jan-22,BEDOK RESERVOIR ROAD,Resale,Strata,141,"15,248",-,Condominium,1,99 yrs lease commencing from 2007,16,Outside Central Region,11 to 15
THE IMPERIAL,"4,200,000","1,915.99","2,192",Jan-22,JALAN RUMBIA,Resale,Strata,178,"23,596",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
TIVOLI GRANDE,"1,150,000",796.54,"1,444",Jan-22,KOON SENG ROAD,Resale,Strata,74,"15,541",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
SIN MING PLAZA,"1,738,000","1,474.67","1,179",Jan-22,SIN MING ROAD,Resale,Strata,137,"12,686",-,Apartment,1,Freehold,20,Rest of Central Region,01 to 05
BLUE HORIZON,"1,470,000","1,216.33","1,209",Jan-22,WEST COAST CRESCENT,Resale,Strata,113,"13,009",-,Condominium,1,99 yrs lease commencing from 2000,05,Outside Central Region,21 to 25
SMART SUITES,"1,050,000",936.47,"1,121",Jan-22,SIMS AVENUE,Resale,Strata,87,"12,069",-,Apartment,1,Freehold,14,Rest of Central Region,01 to 05
KING'S COURT,"2,350,000","2,314.26","1,015",Jan-22,NORFOLK ROAD,Resale,Strata,215,"10,930",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
MARINE VIEW MANSIONS,"3,450,000","2,174.33","1,587",Jan-22,MARINE PARADE,Resale,Strata,202,"17,079",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
VANADIUM,"1,688,888","1,280.92","1,319",Jan-22,HERTFORD ROAD,Resale,Strata,119,"14,192",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
A TREASURE TROVE,"928,000",775.01,"1,197",Jan-22,PUNGGOL WALK,Resale,Strata,72,"12,889",-,Condominium,1,99 yrs lease commencing from 2011,19,Outside Central Region,01 to 05
GRANDE VISTA,"1,500,000","1,237.86","1,212",Jan-22,CACTUS DRIVE,Resale,Strata,115,"13,043",-,Condominium,1,999 yrs lease commencing from 1886,28,Outside Central Region,06 to 10
JARDIN,"2,100,000","1,162.51","1,806",Jan-22,DUNEARN ROAD,Resale,Strata,108,"19,444",-,Condominium,1,Freehold,21,Rest of Central Region,06 to 10
STARS OF KOVAN,"1,688,000",947.23,"1,782",Jan-22,UPPER SERANGOON ROAD,Resale,Strata,88,"19,182",-,Apartment,1,99 yrs lease commencing from 2015,19,Outside Central Region,06 to 10
SYMPHONY SUITES,"830,000",688.9,"1,205",Jan-22,YISHUN CLOSE,Resale,Strata,64,"12,969",-,Condominium,1,99 yrs lease commencing from 2014,27,Outside Central Region,11 to 15
CRYSTAL RHU,"2,140,000","1,259.39","1,699",Jan-22,TANJONG RHU ROAD,Resale,Strata,117,"18,291",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
WESTCOVE CONDOMINIUM,"1,400,000","1,248.62","1,121",Jan-22,WEST COAST CRESCENT,Resale,Strata,116,"12,069",-,Condominium,1,99 yrs lease commencing from 1995,05,Outside Central Region,01 to 05
IMPERIAL HEIGHTS,"680,000",452.09,"1,504",Jan-22,IPOH LANE,Resale,Strata,42,"16,190",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
THE CLEMENT CANOPY,"1,170,000",656.6,"1,782",Jan-22,CLEMENTI AVENUE 1,Resale,Strata,61,"19,180",-,Apartment,1,99 yrs lease commencing from 2016,05,Outside Central Region,11 to 15
SANCTUARY GREEN,"1,550,000","1,140.98","1,358",Jan-22,TANJONG RHU ROAD,Resale,Strata,106,"14,623",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,06 to 10
PARK INFINIA AT WEE NAM,"3,155,000","1,442.38","2,187",Jan-22,LINCOLN ROAD,Resale,Strata,134,"23,545",-,Condominium,1,Freehold,11,Core Central Region,01 to 05
ALEX RESIDENCES,"2,100,000","1,022.58","2,054",Jan-22,ALEXANDRA VIEW,Resale,Strata,95,"22,105",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,31 to 35
YISHUN EMERALD,"970,000","1,216.33",797,Jan-22,CANBERRA DRIVE,Resale,Strata,113,"8,584",-,Condominium,1,99 yrs lease commencing from 1998,27,Outside Central Region,01 to 05
CENTRAL VIEW,"1,050,000","1,216.33",863,Jan-22,HOUGANG STREET 11,Resale,Strata,113,"9,292",-,Condominium,1,99 yrs lease commencing from 1998,19,Outside Central Region,06 to 10
APOLLO GARDENS,"1,930,000","1,840.64","1,049",Jan-22,UPPER CHANGI ROAD,Resale,Strata,171,"11,287",-,Apartment,1,Freehold,16,Outside Central Region,01 to 05
